IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
987,1,0.69,E,5,0,34,50,B12,Regular,3744,R93
990,1,0.74,C,7,3,39,76,B12,Regular,478,R22
992,1,0.06,C,7,3,39,76,B12,Regular,478,R22
995,1,0.58,C,4,0,69,50,B12,Regular,215,R91
996,1,0.23,C,4,0,69,50,B12,Regular,215,R91
999,2,0.08,C,9,0,59,50,B12,Regular,366,R82
1000,1,0.72,C,9,0,59,50,B12,Regular,366,R82
1003,1,0.58,D,5,0,24,85,B12,Regular,1196,R22
1005,1,0.22,D,5,0,24,90,B12,Regular,1196,R22
1010,1,0.008196721,D,5,0,24,90,B12,Regular,1196,R22
1014,1,0.59,F,5,1,29,85,B12,Regular,10477,R11
1015,1,0.21,F,6,0,29,85,B12,Regular,10477,R11
1020,2,0.57,E,9,0,66,50,B12,Regular,2648,R31
1021,1,0.24,E,9,0,66,50,B12,Regular,2648,R31
1024,1,0.74,C,5,0,44,50,B12,Regular,200,R82
1025,1,0.06,C,5,0,44,50,B12,Regular,200,R82
1028,1,0.11,E,5,0,24,80,B12,Regular,2103,R53
1029,1,0.17,E,5,0,24,80,B12,Regular,2103,R53
1030,1,0.35,C,5,5,39,100,B5,Diesel,101,R93
1032,1,0.8,E,5,6,74,50,B4,Diesel,3317,R93
1035,1,0.8,C,4,1,38,57,B12,Regular,177,R52
1037,1,0.48,F,4,0,32,67,B12,Regular,22669,R11
1039,1,0.56,C,10,3,34,57,B12,Regular,143,R93
1040,1,0.23,C,10,3,34,50,B12,Regular,143,R93
1043,1,0.04,B,9,1,31,64,B12,Regular,75,R26
1045,1,0.76,B,9,1,31,64,B12,Regular,75,R26
1047,1,0.12,E,4,0,34,50,B12,Regular,3021,R53
1049,1,0.68,E,4,0,34,50,B12,Regular,3021,R53
1052,1,0.08,D,10,0,58,68,B12,Regular,1871,R82
1053,1,0.72,D,10,0,58,68,B12,Regular,1871,R82
1056,2,0.74,C,7,0,33,66,B12,Diesel,151,R82
1057,1,0.07,C,7,0,33,66,B12,Diesel,151,R82
1062,2,0.74,C,5,0,42,50,B12,Regular,190,R82
1063,1,0.07,C,5,0,42,50,B12,Regular,190,R82
1066,1,0.65,C,4,0,48,50,B12,Regular,332,R72
1067,1,0.15,C,4,0,48,50,B12,Regular,332,R72
1070,1,0.1,C,5,0,33,68,B12,Regular,283,R72
1073,1,0.69,C,5,0,33,72,B12,Regular,283,R72
1075,1,0.04,D,5,0,65,50,B12,Regular,747,R53
1077,1,0.76,D,5,0,65,50,B12,Regular,747,R53
1079,1,0.02,E,4,0,49,50,B12,Regular,2983,R31
1081,1,0.18,E,4,0,49,50,B12,Regular,2983,R31
1082,1,0.07,E,4,0,49,50,B12,Regular,2983,R31
1083,1,0.51,E,4,0,49,50,B12,Regular,2983,R31
1085,1,0.81,C,4,0,72,50,B12,Regular,127,R72
1087,1,0.12,E,4,0,32,68,B12,Regular,3317,R93
1088,1,0.68,E,4,0,32,85,B12,Regular,3317,R93
1090,1,0.2,E,4,2,29,76,B12,Regular,2537,R31
1092,1,0.6,E,4,2,29,76,B12,Regular,2537,R31
1094,1,0.44,E,5,0,30,95,B12,Regular,8880,R11
1095,1,0.04,E,5,0,30,95,B12,Regular,8880,R11
1097,1,0.21,E,5,0,30,95,B12,Regular,8880,R11
1098,1,0.09,E,5,0,30,95,B12,Regular,8880,R11
1100,1,0.03,C,6,0,70,72,B12,Regular,342,R93
1102,1,0.76,C,6,0,70,72,B12,Regular,342,R93
1104,1,0.09,E,6,0,38,72,B12,Diesel,3339,R11
1105,1,0.07,E,6,0,38,72,B12,Diesel,3339,R11
1107,1,0.62,E,4,0,38,72,B12,Regular,3339,R11
1109,1,0.09,D,4,0,40,62,B12,Regular,796,R11
1110,1,0.71,D,4,0,40,62,B12,Regular,796,R11
1112,1,0.73,E,10,9,44,57,B12,Regular,4128,R52
1113,1,0.07,E,10,9,44,57,B12,Regular,4128,R52
1116,1,0.81,C,6,4,25,85,B1,Diesel,394,R26
1120,1,0.37,D,6,5,27,95,B1,Diesel,563,R11
1121,1,0.07,D,6,5,27,95,B1,Diesel,563,R11
1123,1,0.35,D,6,5,27,95,B1,Diesel,563,R11
1125,1,0.8,D,6,9,26,100,B3,Regular,626,R93
1129,1,0.03,C,10,0,46,50,B12,Diesel,148,R21
1131,1,0.77,C,10,0,46,50,B12,Diesel,148,R21
1134,1,0.09,C,5,0,37,50,B12,Regular,238,R83
1136,1,0.21,C,5,0,37,50,B12,Regular,238,R83
1137,1,0.49,C,5,0,37,50,B12,Regular,238,R83
1139,1,0.04,E,5,1,35,50,B12,Regular,3184,R11
1140,1,0.45,E,6,0,35,50,B12,Regular,3184,R11
1141,1,0.29,E,5,1,35,50,B12,Regular,3184,R11
1143,1,0.72,E,5,0,53,50,B12,Regular,3599,R11
1144,1,0.08,E,5,0,53,50,B12,Regular,3599,R11
1147,4,0.08,D,5,0,42,51,B12,Regular,875,R93
1148,1,0.72,D,5,0,42,51,B12,Regular,875,R93
1151,1,0.17,E,9,0,45,50,B12,Regular,6736,R11
1153,1,0.62,E,9,0,45,50,B12,Regular,6736,R11
1155,1,0.8,C,5,0,68,50,B12,Regular,221,R52
1158,1,0.8,E,4,1,37,56,B1,Regular,3541,R52
1162,1,0.79,C,5,1,36,68,B12,Regular,208,R52
1165,1,0.74,E,7,0,34,54,B12,Regular,6902,R41
1166,1,0.05,E,7,0,34,54,B12,Regular,6902,R41
1169,2,0.75,D,8,3,49,50,B12,Diesel,1787,R11
1172,1,0.04,A,4,0,59,50,B12,Regular,7,R72
1174,1,0.75,A,4,0,59,50,B12,Regular,7,R72
1176,1,0.09,C,4,0,37,50,B12,Regular,169,R91
1178,1,0.7,C,4,0,37,50,B12,Regular,169,R91
1180,1,0.09,C,6,0,47,50,B12,Regular,182,R82
1182,1,0.7,C,6,0,47,50,B12,Regular,182,R82
1185,1,0.85,C,7,0,45,50,B12,Regular,309,R73
1187,1,0.09,D,5,0,44,50,B12,Regular,665,R41
1189,1,0.09,D,5,0,44,50,B12,Regular,665,R41
1190,1,0.6,D,5,0,44,56,B12,Regular,665,R41
1192,1,0.79,E,7,1,49,50,B12,Regular,5936,R11
1195,1,0.06,E,7,0,49,50,B12,Diesel,5936,R11
1197,1,0.75,E,7,0,49,50,B12,Diesel,5936,R11
1200,1,0.75,D,5,1,46,64,B12,Diesel,1363,R22
1204,1,0.16,A,7,0,53,50,B12,Diesel,50,R41
1205,1,0.62,A,7,0,53,50,B12,Diesel,50,R41
1207,1,0.71,C,5,0,45,50,B12,Regular,202,R42
1208,1,0.08,C,5,0,45,50,B12,Regular,202,R42
1211,1,0.63,E,4,0,72,95,B12,Regular,4456,R72
1212,1,0.16,E,4,0,72,95,B12,Regular,4456,R72
1214,1,0.34,E,5,0,37,60,B12,Regular,7187,R11
1215,1,0.45,E,5,0,37,60,B12,Regular,7187,R11
1216,1,0.24,F,9,0,69,50,B12,Regular,27000,R11
1219,1,0.79,E,9,0,24,95,B12,Regular,3688,R82
1221,1,0.74,E,5,0,63,50,B12,Regular,3317,R93
1223,1,0.05,E,5,0,63,50,B12,Regular,3317,R93
1226,1,0.79,B,7,7,28,80,B12,Diesel,65,R21
1228,1,0.71,D,6,0,75,50,B12,Regular,533,R93
1230,1,0.07,D,6,0,75,50,B12,Regular,533,R93
1232,1,0.81,E,4,1,36,58,B12,Regular,2618,R22
1235,1,0.11,D,7,4,37,76,B3,Regular,726,R91
1237,1,0.08,D,6,4,37,76,B3,Regular,726,R91
1238,1,0.6,D,6,4,37,76,B3,Regular,726,R91
1239,2,0.55,E,5,0,45,50,B12,Regular,3193,R11
1240,1,0.22,E,5,0,45,62,B12,Regular,3193,R11
1243,2,0.79,D,6,5,23,95,B3,Regular,1322,R25
1245,1,0.01,F,6,0,52,57,B12,Regular,10155,R11
1246,1,0.72,F,6,0,52,57,B12,Regular,10155,R11
1248,1,0.04,F,6,0,52,57,B12,Regular,10155,R11
1250,1,0.79,D,6,2,26,72,B12,Diesel,539,R74
1253,1,0.17,C,5,0,28,90,B12,Regular,366,R82
1254,1,0.62,C,5,0,28,90,B12,Regular,366,R82
1258,1,0.79,A,4,1,58,50,B12,Regular,43,R54
1260,1,0.47,E,7,0,46,86,B12,Diesel,4128,R52
1261,1,0.32,E,7,0,46,74,B12,Diesel,4128,R52
1264,1,0.02,F,9,0,43,50,B12,Regular,27000,R11
1265,1,0.08,F,9,0,43,50,B12,Regular,27000,R11
1266,1,0.68,F,9,0,43,50,B12,Regular,27000,R11
1268,1,0.03,C,6,1,44,50,B12,Diesel,301,R93
1270,1,0.07,C,6,1,44,50,B12,Diesel,301,R93
1271,2,0.68,C,6,1,44,50,B12,Diesel,301,R93
1273,1,0.56,C,4,0,49,50,B12,Regular,127,R72
1275,1,0.04,C,4,0,49,50,B12,Regular,127,R72
1276,1,0.18,C,4,0,49,50,B12,Regular,127,R72
1278,1,0.79,B,4,0,23,85,B12,Regular,88,R23
1282,1,0.09,E,10,0,36,68,B12,Diesel,3366,R11
1283,1,0.69,E,10,0,36,68,B12,Diesel,3366,R11
1286,1,0.62,E,4,0,32,85,B12,Regular,2674,R93
1287,1,0.16,E,4,0,32,72,B12,Regular,2674,R93
1288,1,0.7,C,11,3,52,75,B12,Diesel,104,R11
1290,1,0.66,B,7,0,28,60,B12,Regular,52,R72
1292,1,0.12,B,7,0,28,60,B12,Regular,52,R72
1295,1,0.08,E,5,0,36,50,B12,Regular,3274,R11
1296,1,0.5,E,5,0,36,50,B12,Regular,3274,R11
1297,1,0.2,E,5,0,36,50,B12,Regular,3274,R11
1299,1,0.74,D,6,0,76,50,B12,Regular,543,R91
1301,1,0.05,D,6,0,76,50,B12,Regular,543,R91
1303,1,0.03,B,11,0,39,50,B12,Diesel,55,R52
1304,1,0.76,B,11,0,39,50,B12,Diesel,55,R52
1306,1,0.49,E,10,0,38,50,B12,Regular,2715,R93
1308,1,0.03,E,11,4,38,50,B1,Diesel,2715,R93
1309,1,0.25,E,11,4,38,50,B1,Diesel,2715,R93
1311,1,0.79,B,5,0,32,59,B12,Regular,63,R54
1314,1,0.79,C,5,1,33,68,B12,Regular,288,R73
1316,1,0.72,E,9,0,69,50,B12,Regular,4762,R93
1318,2,0.07,E,9,0,69,50,B12,Regular,4762,R93
1322,1,0.16,E,8,4,67,72,B12,Regular,2674,R93
1323,1,0.62,E,8,4,67,72,B12,Regular,2674,R93
1325,1,0.65,C,8,0,48,50,B12,Regular,332,R72
1327,1,0.13,C,8,0,48,50,B12,Regular,332,R72
1330,1,0.79,C,10,1,53,80,B12,Diesel,203,R82
1333,1,0.03,C,10,8,31,50,B12,Regular,465,R82
1334,1,0.27,C,10,8,30,50,B12,Regular,465,R82
1335,1,0.48,C,10,8,30,50,B12,Regular,465,R82
1337,1,0.72,C,5,0,54,55,B12,Diesel,149,R26
1339,1,0.06,C,5,0,54,50,B12,Diesel,149,R26
1341,1,0.75,B,11,6,27,60,B1,Diesel,57,R91
1344,1,0.41,C,5,0,59,100,B12,Diesel,177,R93
1346,1,0.37,C,5,0,59,64,B12,Diesel,177,R93
1349,1,0.36,C,5,0,39,57,B12,Diesel,177,R93
1351,1,0.42,C,5,0,39,54,B12,Diesel,177,R93
1354,1,0.78,C,6,2,39,72,B12,Diesel,265,R31
1357,1,0.01,E,7,0,41,80,B12,Diesel,6257,R11
1358,1,0.77,E,7,0,41,80,B12,Diesel,6257,R11
1361,1,0.18,B,5,0,39,72,B12,Regular,80,R52
1362,1,0.6,B,5,0,39,72,B12,Regular,80,R52
1364,1,0.07,C,4,0,56,51,B12,Regular,228,R73
1366,1,0.75,C,4,0,56,51,B12,Regular,228,R73
1368,1,0.74,A,5,0,27,68,B12,Regular,40,R82
1370,1,0.04,A,5,0,27,68,B12,Regular,40,R82
1372,1,0.63,D,4,0,41,50,B12,Regular,824,R91
1374,1,0.15,D,4,0,41,50,B12,Regular,824,R91
1376,1,0.72,D,4,0,39,50,B12,Regular,1707,R31
1378,1,0.06,D,4,0,39,50,B12,Regular,1707,R31
1381,1,0.73,D,9,0,51,50,B12,Regular,1110,R82
1383,1,0.05,D,9,0,51,50,B12,Regular,1110,R82
1386,1,0.1,C,5,0,56,50,B12,Regular,323,R91
1387,1,0.68,C,5,0,56,50,B12,Regular,323,R91
1389,1,0.74,D,5,0,46,50,B12,Regular,1328,R82
1391,1,0.04,D,5,0,46,50,B12,Regular,1328,R82
1394,1,0.78,E,5,5,33,68,B5,Regular,7259,R31
1397,1,0.72,E,4,0,36,60,B12,Regular,3301,R73
1399,1,0.06,E,4,0,36,60,B12,Regular,3301,R73
1402,1,0.08,D,7,0,62,77,B12,Diesel,563,R52
1403,1,0.7,D,7,0,62,77,B12,Diesel,563,R52
1405,1,0.32,E,7,10,35,95,B2,Regular,9422,R11
1406,1,0.25,E,7,10,35,95,B2,Regular,9422,R11
1407,1,0.21,E,7,10,35,95,B2,Regular,9422,R11
1409,1,0.56,B,11,3,53,50,B1,Diesel,98,R25
1410,1,0.15,B,11,3,53,50,B1,Diesel,98,R25
1412,1,0.06,B,11,3,53,50,B1,Diesel,98,R25
1416,1,0.03,D,9,0,36,50,B12,Diesel,688,R11
1417,1,0.69,D,9,0,36,50,B12,Diesel,688,R11
1419,1,0.05,D,9,0,36,50,B12,Diesel,688,R11
1421,1,0.78,D,6,6,30,100,B12,Diesel,824,R91
1423,1,0.22,D,4,7,49,50,B2,Regular,604,R91
1425,1,0.46,D,4,0,49,50,B12,Regular,604,R91
1427,1,0.05,D,4,0,49,50,B12,Regular,604,R91
1429,1,0.74,E,6,4,44,50,B12,Diesel,5746,R11
1430,1,0.07,E,6,4,44,50,B12,Diesel,5746,R11
1434,1,0.1,E,7,0,34,95,B12,Diesel,8346,R11
1435,2,0.68,E,7,0,34,90,B12,Diesel,8346,R11
1437,1,0.75,B,4,4,46,50,B6,Regular,56,R11
1440,1,0.72,B,8,6,46,50,B12,Regular,56,R11
1442,1,0.03,B,10,6,46,50,B12,Regular,56,R11
1445,1,0.3,D,5,0,22,95,B12,Regular,824,R91
1447,1,0.26,D,5,0,51,50,B12,Regular,824,R91
1448,1,0.24,D,5,0,51,50,B12,Regular,824,R91
1450,1,0.65,E,7,0,39,50,B12,Diesel,3021,R53
1453,1,0.12,E,7,0,39,50,B12,Diesel,3021,R53
1457,1,0.62,E,4,0,25,80,B12,Regular,9307,R82
1458,1,0.15,E,4,0,25,85,B12,Regular,9307,R82
1461,2,0.78,B,6,0,61,50,B12,Regular,53,R82
1464,1,0.78,D,7,2,38,118,B12,Regular,1662,R11
1466,1,0.02,C,6,0,63,50,B12,Diesel,107,R91
1468,1,0.7,C,6,0,63,50,B12,Diesel,107,R91
1469,1,0.05,C,6,0,63,50,B12,Diesel,107,R91
1472,1,0.78,E,7,5,25,76,B1,Diesel,4128,R52
1473,1,0.41,D,6,4,25,95,B12,Regular,665,R41
1476,1,0.77,B,7,6,25,90,B12,Regular,67,R91
1478,1,0.31,D,7,0,47,50,B12,Diesel,670,R82
1480,1,0.45,D,7,0,47,50,B12,Diesel,670,R82
1483,1,0.78,C,7,0,53,73,B12,Diesel,116,R82
1486,1,0.59,E,7,2,39,64,B12,Regular,4348,R72
1487,2,0.18,E,7,2,39,64,B12,Regular,4348,R72
1489,1,0.00273224,D,8,0,49,50,B12,Regular,645,R11
1490,1,0.72,D,8,0,49,50,B12,Regular,645,R11
1492,1,0.05,D,8,0,49,50,B12,Regular,645,R11
1493,1,0.08,A,7,4,28,100,B3,Regular,46,R82
1495,1,0.77,B,7,8,60,90,B12,Diesel,63,R31
1497,1,0.65,C,5,0,48,50,B12,Regular,161,R93
1499,1,0.12,C,5,0,48,50,B12,Regular,161,R93
1503,1,0.77,E,7,0,76,50,B12,Regular,4998,R11
1505,1,0.8,B,7,1,43,50,B12,Diesel,93,R91
1510,1,0.77,D,4,0,42,72,B12,Regular,573,R41
1513,1,0.16,D,4,0,46,50,B12,Regular,1448,R93
1514,1,0.59,D,4,0,46,50,B12,Regular,1448,R93
1515,1,0.01,D,4,0,46,50,B12,Regular,1448,R93
1517,1,0.81,C,5,1,60,68,B12,Diesel,384,R73
1522,1,0.09,D,9,0,42,58,B12,Regular,658,R93
1523,1,0.68,D,9,0,56,58,B12,Regular,658,R93
1525,1,0.77,D,7,4,27,72,B12,Regular,1217,R73
1528,1,0.03,B,6,0,49,50,B12,Diesel,54,R72
1530,1,0.22,B,6,0,49,50,B12,Diesel,54,R72
1531,1,0.51,B,6,0,49,50,B12,Diesel,54,R72
1534,1,0.62,B,4,0,47,50,B12,Regular,79,R91
1535,1,0.15,B,4,0,47,50,B12,Regular,79,R91
1537,1,0.77,D,9,8,39,58,B12,Diesel,620,R52
1539,1,0.02,E,5,0,27,85,B12,Regular,4762,R93
1541,1,0.62,E,5,0,27,90,B12,Regular,4762,R93
1542,1,0.12,E,5,0,27,85,B12,Regular,4762,R93
1544,1,0.1,D,10,0,58,50,B12,Diesel,844,R72
1545,1,0.64,D,10,0,58,50,B12,Diesel,844,R72
1547,1,0.18,D,10,0,58,50,B12,Diesel,844,R72
1551,1,0.09,D,11,0,39,50,B12,Diesel,778,R22
1552,2,0.59,D,11,0,39,56,B12,Diesel,778,R22
1554,1,0.09,D,15,0,39,56,B12,Regular,778,R22
1558,1,0.54,D,4,0,56,50,B12,Regular,988,R82
1559,1,0.24,D,4,0,56,50,B12,Regular,988,R82
1561,1,0.72,C,9,0,70,50,B12,Regular,245,R93
1563,1,0.04,C,9,0,70,50,B12,Regular,245,R93
1565,1,0.24,B,9,0,36,50,B12,Regular,76,R54
1567,1,0.53,B,4,0,36,50,B12,Regular,76,R54
1569,1,0.04,D,9,10,27,125,B2,Regular,1241,R26
1572,1,0.61,D,5,9,27,125,B5,Diesel,1241,R26
1573,1,0.11,D,8,10,27,125,B5,Regular,1241,R26
1576,1,0.77,D,6,5,34,50,B12,Regular,793,R11
1579,1,0.16,D,4,0,58,50,B12,Regular,568,R52
1580,1,0.6,D,4,0,58,50,B12,Regular,568,R52
1582,1,0.71,A,4,0,50,50,B12,Regular,34,R52
1584,1,0.06,A,4,0,50,50,B12,Regular,34,R52
1587,1,0.77,E,6,5,26,100,B12,Regular,4656,R11
1590,1,0.77,B,5,2,55,50,B12,Regular,76,R91
1592,1,0.02,C,12,5,64,50,B12,Diesel,402,R93
1594,1,0.53,C,12,5,64,50,B12,Diesel,402,R93
1596,1,0.09,C,12,5,64,50,B12,Diesel,402,R93
1597,1,0.12,C,12,5,64,50,B12,Diesel,402,R93
1599,1,0.74,C,5,0,31,60,B12,Regular,179,R82
1601,1,0.03,C,5,0,31,60,B12,Regular,179,R82
1602,1,0.74,C,10,0,53,70,B12,Diesel,127,R72
1605,1,0.77,E,5,0,55,50,B12,Regular,3301,R73
1608,1,0.62,D,8,3,59,50,B2,Diesel,539,R73
1609,1,0.15,D,8,3,59,50,B2,Diesel,539,R73
1611,1,0.47,F,4,0,64,67,B12,Regular,27000,R11
1613,1,0.23,F,4,0,64,67,B12,Regular,27000,R11
1614,2,0.06,F,4,0,64,67,B12,Regular,27000,R11
1617,1,0.65,D,5,0,54,50,B12,Regular,1976,R93
1619,1,0.11,D,5,0,54,50,B12,Regular,1976,R93
1622,1,0.17,E,4,0,54,50,B12,Regular,4998,R11
1623,1,0.6,E,4,0,54,50,B12,Regular,4998,R11
1625,1,0.74,D,8,0,25,100,B12,Diesel,1807,R11
1626,1,0.03,D,8,0,25,100,B12,Diesel,1807,R11
1628,1,0.08,C,7,0,69,50,B12,Regular,154,R93
1629,1,0.71,C,7,0,69,50,B12,Regular,154,R93
1632,1,0.73,D,4,0,61,50,B12,Regular,1110,R94
1634,1,0.03,D,4,0,61,50,B12,Regular,1110,R94
1637,1,0.13,C,6,1,42,53,B12,Regular,383,R93
1639,1,0.61,C,6,1,42,53,B12,Regular,383,R93
1640,1,0.53,A,11,3,70,50,B12,Regular,36,R93
1642,1,0.66,D,4,0,31,90,B12,Regular,675,R91
1645,1,0.1,D,4,0,31,90,B12,Regular,675,R91
1648,1,0.09,A,5,0,60,50,B12,Regular,46,R82
1649,1,0.68,A,5,0,60,50,B12,Regular,46,R82
1652,1,0.08,C,4,0,44,50,B12,Regular,175,R72
1653,3,0.68,C,4,0,44,50,B12,Regular,175,R72
1658,1,0.77,A,6,0,60,50,B12,Regular,22,R54
1660,1,0.75,C,4,0,40,50,B12,Regular,383,R93
1665,2,0.77,C,9,3,56,50,B12,Regular,230,R91
1668,1,0.26,D,9,0,35,67,B12,Regular,1139,R11
1669,1,0.5,D,9,0,35,67,B12,Regular,1139,R11
1671,1,0.73,E,6,0,74,50,B12,Regular,3132,R11
1672,1,0.07,E,6,0,74,50,B12,Regular,3132,R11
1676,1,0.02,B,5,0,43,50,B12,Regular,55,R72
1677,1,0.52,B,5,0,43,50,B12,Regular,55,R72
1678,1,0.22,B,5,0,43,50,B12,Regular,55,R72
1681,1,0.77,C,9,1,26,95,B12,Regular,492,R82
1683,1,0.02,E,6,8,24,120,B12,Regular,2399,R24
1685,1,0.7,E,6,8,24,118,B12,Regular,2399,R24
1686,1,0.04,E,6,8,24,120,B12,Regular,2399,R24
1689,1,0.77,B,4,1,70,50,B12,Regular,75,R74
1692,1,0.08,A,5,0,49,50,B12,Regular,42,R94
1693,1,0.68,A,5,0,49,50,B12,Regular,42,R94
1696,1,0.02,D,4,0,31,90,B12,Regular,1957,R11
1697,1,0.07,D,4,0,31,90,B12,Regular,1957,R11
1698,1,0.67,D,4,0,31,100,B12,Regular,1957,R11
1700,1,0.63,D,10,10,51,50,B12,Diesel,1457,R52
1702,1,0.13,D,10,10,51,50,B12,Diesel,1457,R52
1704,1,0.72,B,4,8,43,50,B2,Regular,94,R52
1707,1,0.72,C,7,0,69,50,B12,Diesel,238,R73
1709,1,0.04,C,7,0,69,50,B12,Diesel,238,R73
1712,1,0.75,E,4,0,46,118,B12,Regular,6617,R11
1716,1,0.67,C,8,0,54,50,B12,Regular,421,R93
1717,1,0.09,C,8,0,54,50,B12,Regular,421,R93
1720,1,0.76,E,5,2,30,100,B2,Regular,4972,R42
1723,1,0.7,C,5,0,68,50,B12,Diesel,146,R91
1724,1,0.06,C,5,0,68,50,B12,Diesel,146,R91
1727,1,0.76,A,12,9,51,50,B12,Regular,17,R53
1729,1,0.64,B,10,0,43,50,B12,Diesel,76,R91
1731,1,0.12,B,10,0,43,50,B12,Diesel,76,R91
1732,1,0.02,C,5,1,59,50,B12,Regular,280,R72
1733,1,0.17,C,5,1,59,50,B12,Regular,280,R72
1734,1,0.22,C,5,1,59,50,B12,Regular,280,R72
1737,1,0.26,E,4,0,29,80,B12,Regular,4456,R72
1738,1,0.15,E,4,0,29,80,B12,Regular,4456,R72
1739,1,0.34,E,4,0,29,80,B12,Regular,4456,R72
1741,1,0.65,E,6,8,49,100,B1,Regular,9082,R11
1743,1,0.1,E,6,8,49,100,B1,Regular,9082,R11
1745,1,0.03,D,6,9,41,61,B12,Regular,1021,R25
1746,1,0.71,D,6,9,41,61,B12,Regular,1021,R25
1752,1,0.76,D,7,6,41,50,B12,Regular,1247,R73
1754,1,0.11,A,10,1,47,50,B12,Diesel,38,R41
1755,1,0.72,A,10,1,47,50,B12,Diesel,38,R41
1758,1,0.57,B,4,5,59,50,B2,Regular,76,R91
1760,1,0.18,B,4,5,59,50,B2,Regular,76,R91
1763,1,0.68,D,5,0,59,64,B12,Regular,824,R91
1764,1,0.08,D,5,0,59,64,B12,Regular,824,R91
1767,1,0.69,D,11,10,34,64,B12,Diesel,581,R93
1768,1,0.52,C,5,4,22,90,B2,Regular,217,R43
1769,1,0.19,C,5,4,22,90,B2,Regular,217,R43
1771,1,0.64,A,9,0,63,50,B12,Regular,17,R72
1773,1,0.11,A,9,0,63,50,B12,Regular,17,R72
1775,1,0.03,D,4,0,34,60,B12,Regular,1082,R82
1777,1,0.7,D,4,0,34,60,B12,Regular,1082,R82
1779,1,0.71,C,5,0,43,50,B12,Regular,255,R91
1781,1,0.04,C,5,0,43,50,B12,Regular,255,R91
1785,1,0.52,D,4,0,36,50,B12,Regular,634,R91
1786,1,0.18,D,4,0,31,50,B12,Regular,634,R91
1787,1,0.05,D,4,0,36,50,B12,Regular,634,R91
1789,1,0.31,C,4,0,34,54,B12,Regular,154,R93
1792,1,0.21,C,4,0,34,54,B12,Regular,154,R93
1793,1,0.23,C,4,0,34,54,B12,Regular,154,R93
1794,1,0.15,A,7,5,47,50,B2,Diesel,38,R41
1795,1,0.06,A,7,5,47,50,B2,Diesel,38,R41
1799,1,0.69,D,4,0,24,100,B12,Regular,1489,R52
1801,1,0.06,D,4,0,24,100,B12,Regular,1489,R52
1804,1,0.67,C,7,0,40,50,B12,Diesel,143,R74
1805,1,0.08,C,7,0,40,50,B12,Diesel,143,R74
1807,1,0.65,A,9,3,25,76,B12,Regular,38,R11
1809,1,0.1,A,9,3,25,76,B12,Regular,38,R11
1811,1,0.62,C,5,0,42,50,B12,Regular,330,R82
1812,1,0.13,C,5,0,42,50,B12,Regular,330,R82
1817,1,0.7,C,9,0,45,54,B12,Regular,276,R42
1818,1,0.05,C,9,0,45,54,B12,Regular,276,R42
1820,1,0.49,D,5,0,50,50,B12,Regular,1408,R52
1821,1,0.14,D,5,0,50,50,B12,Regular,1408,R52
1823,1,0.11,D,5,0,50,50,B12,Regular,1408,R52
1825,1,0.75,C,5,3,44,50,B1,Regular,127,R72
1829,1,0.75,C,4,9,32,100,B12,Regular,184,R54
1832,1,0.75,C,6,3,37,64,B12,Regular,235,R41
1836,1,0.75,E,9,1,73,50,B12,Regular,3744,R93
1838,1,0.64,E,5,0,26,100,B12,Regular,5746,R11
1840,1,0.11,E,5,0,26,100,B12,Regular,5746,R11
1842,1,0.68,C,6,0,79,70,B12,Diesel,183,R91
1844,1,0.07,C,6,0,79,70,B12,Diesel,183,R91
1846,1,0.08,D,7,0,27,100,B12,Regular,779,R82
1848,1,0.62,D,7,0,27,100,B12,Regular,779,R82
1852,1,0.11,D,5,0,47,50,B12,Regular,709,R93
1853,1,0.69,D,5,0,47,50,B12,Regular,709,R93
1856,1,0.68,E,11,0,58,50,B12,Diesel,6913,R11
1857,1,0.07,E,11,0,58,50,B12,Diesel,6913,R11
1860,1,0.6,C,5,0,40,50,B12,Regular,125,R82
1861,1,0.14,C,5,0,40,50,B12,Regular,125,R82
1862,1,0.55,D,10,10,71,50,B12,Diesel,657,R93
1863,1,0.1,D,4,10,71,50,B6,Regular,657,R93
1866,1,0.75,A,5,0,31,69,B12,Regular,33,R93
1868,1,0.64,C,5,0,52,50,B12,Regular,428,R73
1870,1,0.11,C,5,0,52,50,B12,Regular,428,R73
1876,1,0.75,A,4,7,27,68,B4,Regular,40,R22
1878,1,0.71,E,5,0,47,50,B12,Regular,3317,R93
1880,1,0.03,E,5,0,47,50,B12,Regular,3317,R93
1883,1,0.75,E,4,1,47,50,B12,Regular,4762,R93
1886,1,0.68,A,5,0,60,50,B12,Diesel,4,R82
1887,1,0.07,A,5,0,60,50,B12,Diesel,4,R82
1889,1,0.05,E,5,0,26,100,B12,Regular,3023,R11
1891,1,0.69,E,5,0,26,100,B12,Regular,3023,R11
1894,1,0.53,E,4,0,22,100,B12,Regular,7259,R31
1895,1,0.24,E,4,0,22,95,B12,Regular,7259,R31
1898,1,0.68,E,7,5,33,50,B12,Regular,6689,R11
1899,1,0.07,E,7,5,33,50,B12,Regular,6689,R11
1901,1,0.72,C,6,1,74,50,B12,Diesel,458,R93
1903,1,0.02,C,6,1,74,50,B12,Diesel,458,R93
1905,1,0.08,C,5,0,33,50,B12,Regular,185,R93
1906,1,0.66,C,5,0,33,50,B12,Regular,185,R93
